Case_ID,Case Duration,Case Length,Variants,First Activity,Last Activity
901,1257476.0,7,4,a,h
902,1232592.0,7,1,a,h
903,1034300.0,7,3,a,h
904,1274834.0,7,3,a,h
905,1197004.0,7,1,a,h
906,1140345.0,7,3,a,h
907,158486.0,3,2,a,c
908,1084926.0,7,3,a,h
909,1213172.0,7,1,a,h
910,1277023.0,7,1,a,h
911,1193208.0,7,3,a,h
912,1452871.0,7,1,a,h
913,1469814.0,7,1,a,h
914,1847274.0,7,1,a,h
915,313241.0,3,2,a,c
916,1467593.0,7,1,a,h
917,487253.0,3,2,a,c
918,1557205.0,7,3,a,h
919,1099765.0,7,3,a,h
920,355858.0,3,2,a,c
921,1186434.0,7,3,a,h
922,308283.0,3,2,a,c
923,658984.0,7,3,a,h
924,857091.0,7,3,a,h
925,308652.0,3,2,a,c
926,1119666.0,7,1,a,h
927,935317.0,7,1,a,h
928,877029.0,7,4,a,h
929,224503.0,3,2,a,c
930,1040969.0,7,3,a,h
931,1012603.0,7,3,a,h
932,2444524.0,7,4,a,h
933,1887244.0,7,3,a,h
934,2267675.0,7,4,a,h
935,2135981.0,7,3,a,h
936,1127328.0,7,1,a,h
937,1633911.0,7,3,a,h
938,800467.0,7,3,a,h
939,1416340.0,7,1,a,h
940,1352823.0,7,1,a,h
941,784077.0,7,3,a,h
942,942035.0,7,1,a,h
943,932813.0,7,3,a,h
944,1022073.0,7,3,a,h
945,1234409.0,7,3,a,h
946,1090867.0,7,1,a,h
947,562158.0,7,1,a,h
948,1875563.0,7,4,a,h
949,903825.0,7,1,a,h
950,1923787.0,7,4,a,h
951,1253745.0,7,4,a,h
952,1224500.0,7,4,a,h
953,56244.0,3,2,a,c
954,1250260.0,7,1,a,h
955,1485121.0,7,1,a,h
956,1381488.0,7,1,a,h
957,640328.0,7,3,a,h
958,1341859.0,7,1,a,h
959,1183876.0,7,1,a,h
960,876517.0,7,4,a,h
961,127559.0,3,2,a,c
962,681857.0,7,3,a,h
963,826781.0,7,1,a,h
964,815858.0,7,3,a,h
965,238723.0,3,2,a,c
966,1148870.0,7,1,a,h
967,1432628.0,7,4,a,h
968,393246.0,3,2,a,c
969,1358012.0,7,3,a,h
970,396316.0,3,2,a,c
971,797416.0,7,3,a,h
972,633547.0,7,3,a,h
973,221409.0,3,2,a,c
974,268971.0,3,2,a,c
975,1732226.0,7,1,a,h
976,1540752.0,7,1,a,h
977,1678911.0,7,1,a,h
978,1489445.0,7,1,a,h
979,302977.0,3,2,a,c
980,911565.0,7,1,a,h
981,735921.0,7,3,a,h
982,829765.0,7,3,a,h
983,885815.0,7,1,a,h
984,1004803.0,7,1,a,h
985,835663.0,7,1,a,h
986,105491.0,3,2,a,c
987,926667.0,7,3,a,h
988,1595391.0,7,1,a,h
989,1434010.0,7,1,a,h
990,1432452.0,7,4,a,h
991,1399482.0,7,1,a,h
992,1407272.0,7,1,a,h
993,290977.0,3,2,a,c
994,723431.0,7,3,a,h
995,287665.0,3,2,a,c
996,1057903.0,7,1,a,h
997,817801.0,7,4,a,h
998,924342.0,7,1,a,h
999,315029.0,3,2,a,c
1000,968627.0,7,3,a,h
1001,244525.0,3,2,a,c
1002,1643408.0,7,1,a,h
1003,1530133.0,7,4,a,h
1004,1203227.0,7,3,a,h
1005,1375146.0,7,1,a,h
1006,359207.0,3,2,a,c
1007,88679.0,3,2,a,c
1008,762254.0,7,1,a,h
1009,261179.0,3,2,a,c
1010,1047585.0,7,3,a,h
1011,771228.0,7,3,a,h
1012,120335.0,3,2,a,c
1013,901280.0,7,3,a,h
1014,148207.0,3,2,a,c
1015,1001046.0,7,4,a,h
1016,227681.0,3,2,a,c
1017,632532.0,7,1,a,h
1018,864665.0,7,3,a,h
1019,145784.0,3,2,a,c
1020,364478.0,3,2,a,c
1021,1155242.0,7,3,a,h
1022,1238763.0,7,1,a,h
1023,1298639.0,7,1,a,h
1024,133872.0,3,2,a,c
1025,916825.0,7,1,a,h
1026,849348.0,7,3,a,h
1027,236349.0,3,2,a,c
1028,955109.0,7,1,a,h
1029,857922.0,7,1,a,h
1030,173059.0,3,2,a,c
1031,1143843.0,7,1,a,h
1032,871992.0,7,3,a,h
1033,1081202.0,7,1,a,h
1034,1102595.0,7,3,a,h
1035,1090551.0,7,3,a,h
1036,370422.0,3,2,a,c
1037,211845.0,3,2,a,c
1038,1008652.0,7,1,a,h
1039,1210936.0,7,3,a,h
1040,1286553.0,7,1,a,h
1041,1013756.0,7,4,a,h
1042,449014.0,3,2,a,c
1043,760816.0,7,1,a,h
1044,163099.0,3,2,a,c
1045,192544.0,3,2,a,c
1046,201728.0,3,2,a,c
1047,767376.0,7,4,a,h
1048,840466.0,7,3,a,h
1049,1044319.0,7,3,a,h
1050,424356.0,3,2,a,c
1051,854882.0,7,4,a,h
1052,321924.0,3,2,a,c
1053,1196266.0,7,1,a,h
1054,218722.0,3,2,a,c
1055,902728.0,7,3,a,h
1056,1251387.0,7,3,a,h
1057,320631.0,3,2,a,c
1058,1041780.0,7,4,a,h
1059,817622.0,7,1,a,h
1060,1035878.0,7,3,a,h
1061,1062295.0,7,1,a,h
1062,1658767.0,7,1,a,h
1063,1561916.0,7,1,a,h
1064,1595937.0,7,1,a,h
1065,771896.0,7,4,a,h
1066,1217249.0,7,4,a,h
1067,1057031.0,7,4,a,h
1068,875810.0,7,1,a,h
1069,1411628.0,7,1,a,h
1070,378297.0,3,2,a,c
1071,920549.0,7,3,a,h
1072,1412518.0,7,1,a,h
1073,1304781.0,7,1,a,h
1074,301420.0,3,2,a,c
1075,1172427.0,7,3,a,h
1076,219059.0,3,2,a,c
1077,1020863.0,7,1,a,h
1078,338924.0,3,2,a,c
1079,280127.0,3,2,a,c
1080,201490.0,3,2,a,c
1081,1350589.0,7,1,a,h
1082,239353.0,3,2,a,c
1083,929465.0,7,1,a,h
1084,1255856.0,7,1,a,h
1085,1132133.0,7,1,a,h
1086,1344743.0,7,1,a,h
1087,1181488.0,7,1,a,h
1088,1098216.0,7,1,a,h
1089,949140.0,7,4,a,h
1090,964485.0,7,3,a,h
1091,315912.0,3,2,a,c
1092,275817.0,3,2,a,c
1093,828949.0,7,3,a,h
1094,1138774.0,7,1,a,h
1095,297518.0,3,2,a,c
1096,260863.0,3,2,a,c
1097,1253934.0,7,1,a,h
1098,799419.0,7,3,a,h
1099,1237143.0,7,1,a,h
1100,386485.0,3,2,a,c
1101,1096734.0,7,3,a,h
1102,696355.0,7,3,a,h
1103,1052626.0,7,3,a,h
1104,328465.0,3,2,a,c
1105,420691.0,3,2,a,c
1106,1275773.0,7,1,a,h
1107,1161480.0,7,1,a,h
1108,984358.0,7,1,a,h
1109,1080150.0,7,3,a,h
1110,890183.0,7,1,a,h
1111,413788.0,3,2,a,c
1112,1084313.0,7,1,a,h
1113,802629.0,7,4,a,h
1114,860876.0,7,3,a,h
1115,1004069.0,7,3,a,h
1116,958527.0,7,1,a,h
1117,1121044.0,7,1,a,h
1118,1687773.0,7,1,a,h
1119,224657.0,3,2,a,c
1120,1132332.0,7,1,a,h
1121,1443359.0,7,1,a,h
1122,968148.0,7,3,a,h
1123,1656671.0,7,3,a,h
1124,1720649.0,7,3,a,h
1125,1002125.0,7,3,a,h
1126,1241801.0,7,1,a,h
1127,1201996.0,7,1,a,h
1128,281478.0,3,2,a,c
1129,1589209.0,7,4,a,h
1130,806170.0,7,1,a,h
1131,1052711.0,7,1,a,h
1132,1278837.0,7,3,a,h
1133,1795302.0,7,3,a,h
1134,190472.0,3,2,a,c
1135,1215126.0,7,1,a,h
1136,210736.0,3,2,a,c
1137,1152039.0,7,4,a,h
1138,326170.0,3,2,a,c
1139,1279669.0,7,1,a,h
1140,1030749.0,7,1,a,h
1141,1700476.0,7,1,a,h
1142,1608601.0,7,1,a,h
1143,317691.0,3,2,a,c
1144,772623.0,7,4,a,h
1145,597083.0,7,1,a,h
1146,344970.0,3,2,a,c
1147,1141964.0,7,1,a,h
1148,1168179.0,7,3,a,h
1149,905723.0,7,1,a,h
1150,918787.0,7,1,a,h
1151,185713.0,3,2,a,c
1152,189377.0,3,2,a,c
1153,847388.0,7,1,a,h
1154,417558.0,3,2,a,c
1155,410834.0,3,2,a,c
1156,726946.0,7,4,a,h
1157,999949.0,7,1,a,h
1158,240903.0,3,2,a,c
1159,234755.0,3,2,a,c
1160,745279.0,7,3,a,h
1161,1407564.0,7,3,a,h
1162,1253969.0,7,3,a,h
1163,1153993.0,7,1,a,h
1164,430309.0,3,2,a,c
1165,1092764.0,7,1,a,h
1166,937753.0,7,1,a,h
1167,976272.0,7,4,a,h
1168,291072.0,3,2,a,c
1169,2161207.0,7,1,a,h
1170,268260.0,3,2,a,c
1171,1446422.0,7,1,a,h
1172,900139.0,7,4,a,h
1173,284141.0,3,2,a,c
1174,863738.0,7,3,a,h
1175,186395.0,3,2,a,c
1176,649721.0,7,1,a,h
1177,1414337.0,7,1,a,h
1178,1294492.0,7,1,a,h
1179,783686.0,7,4,a,h
1180,877978.0,7,1,a,h
1181,1213725.0,7,3,a,h
1182,1610004.0,7,3,a,h
1183,960704.0,7,3,a,h
1184,1404683.0,7,1,a,h
1185,1490767.0,7,1,a,h
1186,1110727.0,7,3,a,h
1187,1273861.0,7,3,a,h
1188,1580229.0,7,1,a,h
1189,1129614.0,7,1,a,h
1190,444710.0,3,2,a,c
1191,1302083.0,7,1,a,h
1192,311390.0,3,2,a,c
1193,1633964.0,7,1,a,h
1194,1652285.0,7,1,a,h
1195,1223182.0,7,4,a,h
1196,958880.0,7,1,a,h
1197,674865.0,7,1,a,h
1198,1100785.0,7,1,a,h
1199,930823.0,7,3,a,h
1200,324443.0,3,2,a,c
1201,1361583.0,7,1,a,h
1202,1551405.0,7,4,a,h
1203,242583.0,3,2,a,c
1204,1100026.0,7,4,a,h
1205,274420.0,3,2,a,c
1206,1049931.0,7,1,a,h
1207,827407.0,7,1,a,h
1208,1091321.0,7,4,a,h
1209,189031.0,3,2,a,c
1210,234270.0,3,2,a,c
1211,353837.0,3,2,a,c
1212,1545653.0,7,1,a,h
1213,1296503.0,7,1,a,h
1214,1069573.0,7,3,a,h
1215,675655.0,7,1,a,h
1216,1686923.0,7,1,a,h
1217,1454376.0,7,1,a,h
1218,1401594.0,7,1,a,h
1219,382571.0,3,2,a,c
1220,306505.0,3,2,a,c
1221,1128968.0,7,1,a,h
1222,1592464.0,7,1,a,h
1223,933784.0,7,3,a,h
1224,927031.0,7,4,a,h
1225,282449.0,3,2,a,c
1226,901911.0,7,1,a,h
1227,1254873.0,7,1,a,h
1228,877286.0,7,1,a,h
1229,1114218.0,7,3,a,h
1230,235274.0,3,2,a,c
1231,729175.0,7,1,a,h
1232,1187768.0,7,1,a,h
1233,1406893.0,7,1,a,h
1234,1179312.0,7,1,a,h
1235,224051.0,3,2,a,c
1236,824453.0,7,3,a,h
1237,414619.0,3,2,a,c
1238,817090.0,7,3,a,h
1239,1073455.0,7,3,a,h
1240,1654557.0,7,4,a,h
1241,792242.0,7,4,a,h
1242,1148773.0,7,3,a,h
1243,1470925.0,7,1,a,h
1244,389507.0,3,2,a,c
1245,960535.0,7,1,a,h
1246,440449.0,7,1,a,h
1247,815552.0,7,3,a,h
1248,1231239.0,7,3,a,h
1249,716390.0,7,4,a,h
1250,1303219.0,7,1,a,h
1251,336074.0,3,2,a,c
1252,912046.0,7,3,a,h
1253,973913.0,7,1,a,h
1254,937601.0,7,3,a,h
1255,547572.0,7,1,a,h
1256,1042962.0,7,3,a,h
1257,1139773.0,7,4,a,h
1258,1061092.0,7,1,a,h
1259,201977.0,3,2,a,c
1260,734586.0,7,1,a,h
1261,970810.0,7,1,a,h
1262,170922.0,3,2,a,c
1263,1044218.0,7,1,a,h
1264,980658.0,7,1,a,h
1265,1210787.0,7,1,a,h
1266,163801.0,3,2,a,c
1267,947031.0,7,1,a,h
1268,671094.0,7,4,a,h
1269,1326977.0,7,3,a,h
1270,888509.0,7,1,a,h
1271,332180.0,3,2,a,c
1272,644660.0,7,4,a,h
1273,1126991.0,7,3,a,h
1274,1060477.0,7,1,a,h
1275,897809.0,7,4,a,h
1276,149966.0,3,2,a,c
1277,817034.0,7,3,a,h
1278,809901.0,7,1,a,h
1279,397380.0,3,2,a,c
1280,1248793.0,7,1,a,h
1281,1392676.0,7,3,a,h
1282,455274.0,3,2,a,c
1283,210359.0,3,2,a,c
1284,1068219.0,7,4,a,h
1285,348968.0,3,2,a,c
1286,834465.0,7,3,a,h
1287,1231949.0,7,4,a,h
1288,837694.0,7,3,a,h
1289,911202.0,7,3,a,h
1290,316013.0,3,2,a,c
1291,1669855.0,7,1,a,h
1292,1122902.0,7,1,a,h
1293,872947.0,7,1,a,h
1294,1103766.0,7,1,a,h
1295,639288.0,7,3,a,h
1296,1025529.0,7,3,a,h
1297,974532.0,7,1,a,h
1298,1301392.0,7,3,a,h
1299,1101846.0,7,1,a,h
1300,931668.0,7,4,a,h
1301,723159.0,7,3,a,h
1302,997847.0,7,3,a,h
1303,1335426.0,7,1,a,h
1304,1067738.0,7,3,a,h
1305,997241.0,7,1,a,h
1306,1032335.0,7,1,a,h
1307,401568.0,3,2,a,c
1308,423907.0,3,2,a,c
1309,955436.0,7,3,a,h
1310,160798.0,3,2,a,c
1311,746277.0,7,1,a,h
1312,1061950.0,7,3,a,h
1313,1692503.0,7,1,a,h
1314,1517552.0,7,3,a,h
1315,941181.0,7,3,a,h
1316,925700.0,7,1,a,h
1317,307995.0,3,2,a,c
1318,511047.0,7,1,a,h
1319,85819.0,3,2,a,c
1320,31092.0,3,2,a,c
1321,808670.0,7,3,a,h
1322,879509.0,7,1,a,h
1323,1071991.0,7,1,a,h
1324,664023.0,7,1,a,h
1325,1435640.0,7,1,a,h
1326,1153275.0,7,1,a,h
1327,356916.0,3,2,a,c
1328,275877.0,3,2,a,c
1329,1561601.0,7,1,a,h
1330,1346175.0,7,1,a,h
1331,389096.0,3,2,a,c
1332,1240539.0,7,3,a,h
1333,233439.0,3,2,a,c
1334,1143510.0,7,3,a,h
1335,958250.0,7,1,a,h
1336,1214084.0,7,1,a,h
1337,1231911.0,7,1,a,h
1338,103537.0,3,2,a,c
1339,883016.0,7,4,a,h
1340,864908.0,7,3,a,h
1341,221838.0,3,2,a,c
1342,740112.0,7,1,a,h
1343,19427.0,3,2,a,c
1344,1317814.0,7,3,a,h
1345,1504187.0,7,3,a,h
1346,708213.0,3,2,a,c
1347,1467745.0,7,4,a,h
1348,1254560.0,7,3,a,h
1349,1431968.0,7,3,a,h
1350,1567752.0,7,3,a,h
1351,84784.0,3,2,a,c
1352,950553.0,7,3,a,h
1353,847669.0,7,3,a,h
1354,984760.0,7,3,a,h
1355,268169.0,3,2,a,c
1356,707581.0,7,3,a,h
1357,1035702.0,7,1,a,h
1358,807378.0,7,3,a,h
1359,1057745.0,7,1,a,h
1360,335806.0,3,2,a,c
1361,692221.0,7,1,a,h
1362,253544.0,3,2,a,c
1363,930794.0,7,3,a,h
1364,266059.0,3,2,a,c
1365,1381488.0,7,1,a,h
1366,668617.0,7,1,a,h
1367,1294109.0,7,1,a,h
1368,854590.0,7,3,a,h
1369,397206.0,7,3,a,h
1370,671019.0,7,4,a,h
1371,771785.0,7,3,a,h
1372,1232874.0,7,1,a,h
1373,452412.0,3,2,a,c
1374,1508175.0,7,1,a,h
1375,309606.0,3,2,a,c
1376,615800.0,3,2,a,c
1377,802678.0,7,1,a,h
1378,596480.0,7,3,a,h
1379,537409.0,3,2,a,c
1380,880922.0,7,3,a,h
1381,352280.0,3,2,a,c
1382,994501.0,7,1,a,h
1383,1192039.0,7,4,a,h
1384,1408622.0,7,3,a,h
1385,1685363.0,7,4,a,h
1386,1251525.0,7,1,a,h
1387,1109552.0,7,3,a,h
1388,1435921.0,7,1,a,h
1389,1145692.0,7,3,a,h
1390,388995.0,3,2,a,c
1391,701104.0,7,3,a,h
1392,902535.0,7,1,a,h
1393,1218444.0,7,1,a,h
1394,1307190.0,7,1,a,h
1395,1398324.0,7,1,a,h
1396,1451985.0,7,1,a,h
1397,1113723.0,7,1,a,h
1398,1173251.0,7,1,a,h
1399,791546.0,7,1,a,h
1400,566402.0,3,2,a,c
1401,951301.0,7,1,a,h
1402,832726.0,7,1,a,h
1403,213225.0,3,2,a,c
1404,838907.0,7,3,a,h
1405,1151268.0,7,1,a,h
1406,312660.0,3,2,a,c
1407,375796.0,3,2,a,c
1408,856732.0,7,4,a,h
1409,1164281.0,7,3,a,h
1410,1072338.0,7,1,a,h
1411,1054136.0,7,1,a,h
1412,1220027.0,7,3,a,h
1413,1403031.0,7,4,a,h
1414,1380692.0,7,3,a,h
1415,881369.0,7,4,a,h
1416,995259.0,7,1,a,h
1417,591965.0,3,2,a,c
1418,250153.0,3,2,a,c
1419,1349996.0,7,1,a,h
1420,1630611.0,7,3,a,h
1421,971197.0,7,3,a,h
1422,847405.0,7,1,a,h
1423,1036345.0,7,3,a,h
1424,881765.0,7,4,a,h
1425,446089.0,3,2,a,c
1426,866365.0,7,3,a,h
1427,1273208.0,7,4,a,h
1428,1791373.0,7,3,a,h
1429,1300075.0,7,1,a,h
1430,884517.0,7,1,a,h
1431,1810880.0,7,4,a,h
1432,1571563.0,7,1,a,h
1433,1286411.0,7,3,a,h
1434,1504740.0,7,1,a,h
1435,1092730.0,7,1,a,h
1436,50785.0,3,2,a,c
1437,935045.0,7,4,a,h
1438,608810.0,3,2,a,c
1439,837437.0,7,3,a,h
1440,750947.0,7,4,a,h
1441,278918.0,3,2,a,c
1442,1197495.0,7,3,a,h
1443,115586.0,3,2,a,c
1444,1116091.0,7,1,a,h
1445,932733.0,7,1,a,h
1446,238699.0,3,2,a,c
1447,968803.0,7,1,a,h
1448,613913.0,7,1,a,h
1449,1248580.0,7,3,a,h
1450,949717.0,7,3,a,h
1451,1243295.0,7,3,a,h
1452,106510.0,3,2,a,c
1453,279456.0,3,2,a,c
1454,878228.0,7,1,a,h
1455,806170.0,7,1,a,h
1456,1008516.0,7,4,a,h
1457,747792.0,7,1,a,h
1458,965323.0,7,3,a,h
1459,1284797.0,7,4,a,h
1460,1403333.0,7,3,a,h
1461,1201070.0,7,3,a,h
1462,271034.0,3,2,a,c
1463,797324.0,7,1,a,h
1464,698275.0,7,1,a,h
1465,148251.0,3,2,a,c
1466,1180952.0,7,3,a,h
1467,1534852.0,7,1,a,h
1468,1269763.0,7,3,a,h
1469,417216.0,3,2,a,c
1470,1289785.0,7,4,a,h
1471,967007.0,7,3,a,h
1472,1188269.0,7,3,a,h
1473,1279969.0,7,3,a,h
1474,1265608.0,7,1,a,h
1475,1434104.0,7,1,a,h
1476,1017691.0,7,1,a,h
1477,635985.0,7,3,a,h
1478,1239934.0,7,4,a,h
1479,1381580.0,7,4,a,h
1480,184685.0,3,2,a,c
1481,927698.0,7,1,a,h
1482,274566.0,3,2,a,c
1483,244009.0,3,2,a,c
1484,695128.0,7,3,a,h
1485,1123011.0,7,1,a,h
1486,1366822.0,7,1,a,h
1487,1502405.0,7,1,a,h
1488,1254567.0,7,4,a,h
1489,29876.0,3,2,a,c
1490,1287784.0,7,1,a,h
1491,981484.0,7,1,a,h
1492,449234.0,3,2,a,c
1493,756756.0,7,4,a,h
1494,1147684.0,7,1,a,h
1495,797274.0,7,4,a,h
1496,1383773.0,7,1,a,h
1497,299145.0,3,2,a,c
1498,319418.0,3,2,a,c
1499,882349.0,7,1,a,h
1500,334244.0,3,2,a,c
1501,1767458.0,7,3,a,h
1502,941952.0,7,3,a,h
1503,1714142.0,7,3,a,h
1504,321360.0,3,2,a,c
1505,995730.0,7,3,a,h
1506,56428.0,3,2,a,c
1507,209887.0,3,2,a,c
1508,1151555.0,7,3,a,h
1509,1698318.0,7,3,a,h
1510,957975.0,7,1,a,h
1511,1065793.0,7,1,a,h
1512,233670.0,3,2,a,c
1513,375823.0,3,2,a,c
1514,1648045.0,7,1,a,h
1515,1683809.0,7,1,a,h
1516,689458.0,7,3,a,h
1517,1535514.0,7,1,a,h
1518,209660.0,3,2,a,c
1519,197543.0,3,2,a,c
1520,322354.0,3,2,a,c
1521,447846.0,7,3,a,h
1522,1247923.0,7,3,a,h
1523,893741.0,7,1,a,h
1524,741659.0,7,1,a,h
1525,216767.0,3,2,a,c
1526,191035.0,3,2,a,c
1527,1609026.0,7,1,a,h
1528,934662.0,7,1,a,h
1529,327523.0,3,2,a,c
1530,691707.0,3,2,a,c
1531,702588.0,7,3,a,h
1532,890875.0,7,4,a,h
1533,1049466.0,7,4,a,h
1534,842621.0,7,1,a,h
1535,240998.0,3,2,a,c
1536,195694.0,3,2,a,c
1537,172359.0,3,2,a,c
1538,169254.0,3,2,a,c
1539,1346709.0,7,1,a,h
1540,1915619.0,7,1,a,h
1541,1707420.0,7,1,a,h
1542,1219406.0,7,4,a,h
1543,387877.0,3,2,a,c
1544,1099793.0,7,1,a,h
1545,875671.0,7,3,a,h
1546,977222.0,7,1,a,h
1547,283458.0,3,2,a,c
1548,357982.0,3,2,a,c
1549,936487.0,7,1,a,h
1550,1147763.0,7,4,a,h
1551,1152629.0,7,1,a,h
1552,976085.0,7,4,a,h
1553,937654.0,7,4,a,h
1554,1155331.0,7,4,a,h
1555,686792.0,7,1,a,h
1556,1012596.0,7,3,a,h
1557,1134268.0,7,3,a,h
1558,1077961.0,7,3,a,h
1559,771534.0,7,1,a,h
1560,298275.0,3,2,a,c
1561,1403709.0,7,1,a,h
1562,373006.0,3,2,a,c
1563,863143.0,7,1,a,h
1564,274584.0,3,2,a,c
1565,969488.0,7,1,a,h
1566,783129.0,7,1,a,h
1567,975860.0,7,3,a,h
1568,1343556.0,7,3,a,h
1569,1628844.0,7,4,a,h
1570,1663613.0,7,3,a,h
1571,458656.0,3,2,a,c
1572,185586.0,3,2,a,c
1573,775974.0,7,1,a,h
1574,939902.0,7,1,a,h
1575,906477.0,7,4,a,h
1576,1874163.0,7,3,a,h
1577,245833.0,3,2,a,c
1578,747413.0,7,3,a,h
1579,1343442.0,7,1,a,h
1580,1078271.0,7,3,a,h
1581,283490.0,3,2,a,c
1582,1128230.0,7,3,a,h
1583,1006649.0,7,3,a,h
1584,1296215.0,7,1,a,h
1585,961903.0,7,1,a,h
1586,1149056.0,7,1,a,h
1587,149728.0,3,2,a,c
1588,1035035.0,7,3,a,h
1589,1137528.0,7,3,a,h
1590,956256.0,7,4,a,h
1591,881592.0,7,4,a,h
1592,851635.0,7,3,a,h
1593,916963.0,7,3,a,h
1594,1167049.0,7,3,a,h
1595,1359554.0,7,4,a,h
1596,1008679.0,7,1,a,h
1597,878368.0,7,4,a,h
1598,1329583.0,7,3,a,h
1599,459862.0,3,2,a,c
1600,451360.0,3,2,a,c
1601,1054710.0,7,4,a,h
1602,1451566.0,7,3,a,h
1603,108363.0,3,2,a,c
1604,811595.0,7,3,a,h
1605,961758.0,7,3,a,h
1606,960170.0,7,3,a,h
1607,904689.0,7,3,a,h
1608,1127297.0,7,3,a,h
1609,295870.0,3,2,a,c
1610,1578754.0,7,1,a,h
1611,1312245.0,7,4,a,h
1612,77386.0,3,2,a,c
1613,356975.0,3,2,a,c
1614,566129.0,7,3,a,h
1615,458332.0,3,2,a,c
1616,208522.0,3,2,a,c
1617,499941.0,3,2,a,c
1618,921608.0,7,1,a,h
1619,560899.0,7,3,a,h
1620,760983.0,7,3,a,h
1621,716465.0,7,1,a,h
1622,1102225.0,7,1,a,h
1623,228811.0,3,2,a,c
1624,911214.0,7,4,a,h
1625,816673.0,7,3,a,h
1626,211726.0,3,2,a,c
1627,70070.0,3,2,a,c
1628,1019462.0,7,1,a,h
1629,1011176.0,7,3,a,h
1630,1165982.0,7,1,a,h
1631,1659914.0,7,1,a,h
1632,1242433.0,7,3,a,h
1633,928900.0,7,1,a,h
1634,1189738.0,7,1,a,h
1635,1382369.0,7,3,a,h
1636,376904.0,3,2,a,c
1637,262580.0,3,2,a,c
1638,886735.0,7,1,a,h
1639,851179.0,7,4,a,h
1640,221987.0,3,2,a,c
1641,189529.0,3,2,a,c
1642,266301.0,3,2,a,c
1643,1092537.0,7,1,a,h
1644,207760.0,3,2,a,c
1645,948099.0,7,4,a,h
1646,843842.0,7,4,a,h
1647,1045580.0,7,3,a,h
1648,227382.0,3,2,a,c
1649,1241596.0,7,1,a,h
1650,1017246.0,7,1,a,h
1651,333156.0,3,2,a,c
1652,842868.0,7,3,a,h
1653,1124281.0,7,3,a,h
1654,1418091.0,7,3,a,h
1655,893529.0,7,3,a,h
1656,612142.0,7,3,a,h
1657,1135601.0,7,1,a,h
1658,1233187.0,7,1,a,h
1659,1234090.0,7,1,a,h
1660,321138.0,3,2,a,c
1661,368871.0,3,2,a,c
1662,694419.0,7,4,a,h
1663,725446.0,7,1,a,h
1664,337749.0,3,2,a,c
1665,1150578.0,7,3,a,h
1666,1343107.0,7,1,a,h
1667,415336.0,3,2,a,c
1668,991072.0,7,1,a,h
1669,828566.0,7,1,a,h
1670,164546.0,3,2,a,c
1671,1539081.0,7,3,a,h
1672,1703342.0,7,1,a,h
1673,1110322.0,7,3,a,h
1674,1175794.0,7,1,a,h
1675,125754.0,3,2,a,c
1676,1195344.0,7,1,a,h
1677,1898778.0,7,1,a,h
1678,1705126.0,7,1,a,h
1679,238458.0,3,2,a,c
1680,953204.0,7,1,a,h
1681,938782.0,7,1,a,h
1682,1457478.0,7,1,a,h
1683,915273.0,7,4,a,h
1684,605282.0,3,2,a,c
1685,699301.0,7,3,a,h
1686,319623.0,3,2,a,c
1687,684072.0,7,1,a,h
1688,328158.0,3,2,a,c
1689,324201.0,3,2,a,c
1690,1045115.0,7,3,a,h
1691,1161343.0,7,1,a,h
1692,1592199.0,7,3,a,h
1693,1094725.0,7,1,a,h
1694,98221.0,3,2,a,c
1695,2293025.0,7,3,a,h
1696,1506452.0,7,3,a,h
1697,1664709.0,7,3,a,h
1698,2237826.0,7,3,a,h
1699,2656465.0,7,3,a,h
1700,1246347.0,7,3,a,h
1701,445018.0,3,2,a,c
1702,1729449.0,7,3,a,h
1703,1624173.0,7,3,a,h
1704,763979.0,7,4,a,h
1705,1806462.0,7,3,a,h
1706,1285189.0,7,1,a,h
1707,1196027.0,7,4,a,h
1708,1552803.0,7,1,a,h
1709,2161885.0,7,1,a,h
1710,1473820.0,7,1,a,h
1711,1135018.0,7,1,a,h
1712,1042264.0,7,4,a,h
1713,1182533.0,7,3,a,h
1714,963470.0,7,3,a,h
1715,1261812.0,7,3,a,h
1716,2237923.0,7,1,a,h
1717,1342984.0,7,1,a,h
1718,2089122.0,7,1,a,h
1719,296592.0,3,2,a,c
1720,971272.0,7,4,a,h
1721,1001781.0,7,3,a,h
1722,447363.0,3,2,a,c
1723,214421.0,3,2,a,c
1724,1602847.0,7,1,a,h
1725,1414129.0,7,3,a,h
1726,484733.0,3,2,a,c
1727,1050747.0,7,1,a,h
1728,681076.0,7,4,a,h
1729,1688043.0,7,1,a,h
1730,1664488.0,7,1,a,h
1731,1542132.0,7,1,a,h
1732,1034833.0,7,1,a,h
1733,1016544.0,7,3,a,h
1734,1012067.0,7,1,a,h
1735,167332.0,3,2,a,c
1736,1247444.0,7,1,a,h
1737,427838.0,3,2,a,c
1738,989190.0,7,3,a,h
1739,1595015.0,7,4,a,h
1740,1644812.0,7,1,a,h
1741,1362886.0,7,3,a,h
1742,882718.0,7,3,a,h
1743,1128261.0,7,1,a,h
1744,327201.0,3,2,a,c
1745,1137209.0,7,1,a,h
1746,396944.0,3,2,a,c
1747,384629.0,3,2,a,c
1748,303979.0,3,2,a,c
1749,329045.0,3,2,a,c
1750,153123.0,3,2,a,c
1751,868973.0,7,1,a,h
1752,679917.0,7,3,a,h
1753,588687.0,7,3,a,h
1754,1372373.0,7,4,a,h
1755,1119861.0,7,1,a,h
