Case_ID,Source,Timestamp1,User1,Case_ID2,Target,Timestamp2,User2,Comparison,Count,Count_Reverse,Start_Connect,End_Connect,Duration
184,b,2018-11-22 09:43:42,u3,184,d,2018-11-23 20:05:11,u5,True,2,5,,,-123689.0
184,a,2018-11-18 07:41:12,u1,184,b,2018-11-22 09:43:42,u3,True,1,6,Start,,-352950.0
185,f,2018-12-02 19:58:43,u7,185,h,2018-12-03 13:02:30,u1,True,6,1,,End,-61427.0
185,e,2018-12-01 13:37:50,u8,185,f,2018-12-02 19:58:43,u7,True,5,2,,,-109253.0
185,g,2018-11-27 17:58:43,u5,185,e,2018-12-01 13:37:50,u8,True,4,3,,,-329947.0
185,d,2018-11-24 16:11:00,u5,185,g,2018-11-27 17:58:43,u5,True,3,4,,,-265663.0
185,b,2018-11-22 15:23:35,u3,185,d,2018-11-24 16:11:00,u5,True,2,5,,,-175645.0
185,a,2018-11-19 04:03:32,u2,185,b,2018-11-22 15:23:35,u3,True,1,6,Start,,-300003.0
186,g,2018-12-03 18:50:49,u5,186,h,2018-12-06 11:22:01,u2,True,6,1,,End,-232272.0
186,f,2018-12-02 16:25:15,u8,186,g,2018-12-03 18:50:49,u5,True,5,2,,,-95134.0
186,e,2018-12-01 06:22:03,u7,186,f,2018-12-02 16:25:15,u8,True,4,3,,,-122592.0
186,d,2018-11-29 14:10:59,u5,186,e,2018-12-01 06:22:03,u7,True,3,4,,,-144664.0
186,b,2018-11-25 12:24:00,u4,186,d,2018-11-29 14:10:59,u5,True,2,5,,,-352019.0
186,a,2018-11-25 04:35:06,u1,186,b,2018-11-25 12:24:00,u4,True,1,6,Start,,-28134.0
187,b,2018-11-28 15:52:32,u3,187,c,2018-11-29 03:15:10,u2,True,2,1,,End,-40958.0
187,a,2018-11-26 20:19:17,u1,187,b,2018-11-28 15:52:32,u3,True,1,2,Start,,-156795.0
188,f,2018-12-08 02:03:26,u7,188,h,2018-12-08 22:10:07,u1,True,6,1,,End,-72401.0
188,e,2018-12-07 07:40:50,u8,188,f,2018-12-08 02:03:26,u7,True,5,2,,,-66156.0
188,g,2018-12-05 19:34:09,u6,188,e,2018-12-07 07:40:50,u8,True,4,3,,,-130001.0
188,d,2018-12-04 21:43:30,u5,188,g,2018-12-05 19:34:09,u6,True,3,4,,,-78639.0
188,b,2018-12-02 12:22:23,u4,188,d,2018-12-04 21:43:30,u5,True,2,5,,,-206467.0
188,a,2018-11-30 14:06:04,u1,188,b,2018-12-02 12:22:23,u4,True,1,6,Start,,-166579.0
189,f,2018-12-19 20:49:40,u8,189,h,2018-12-21 22:26:01,u1,True,6,1,,End,-178581.0
189,e,2018-12-18 21:17:55,u8,189,f,2018-12-19 20:49:40,u8,True,5,2,,,-84705.0
189,g,2018-12-14 07:05:29,u6,189,e,2018-12-18 21:17:55,u8,True,4,3,,,-396746.0
189,d,2018-12-14 07:05:29,u5,189,g,2018-12-14 07:05:29,u6,True,3,4,,,0.0
189,b,2018-12-13 04:22:21,u4,189,d,2018-12-14 07:05:29,u5,True,2,5,,,-96188.0
189,a,2018-12-10 13:39:02,u2,189,b,2018-12-13 04:22:21,u4,True,1,6,Start,,-225799.0
190,f,2018-12-23 00:17:30,u8,190,h,2018-12-25 06:15:56,u2,True,6,1,,End,-194306.0
190,e,2018-12-22 03:44:24,u8,190,f,2018-12-23 00:17:30,u8,True,5,2,,,-73986.0
190,g,2018-12-20 07:40:55,u6,190,e,2018-12-22 03:44:24,u8,True,4,3,,,-158609.0
190,d,2018-12-20 03:19:25,u6,190,g,2018-12-20 07:40:55,u6,True,3,4,,,-15690.0
190,b,2018-12-19 10:37:35,u4,190,d,2018-12-20 03:19:25,u6,True,2,5,,,-60110.0
190,a,2018-12-17 15:47:06,u2,190,b,2018-12-19 10:37:35,u4,True,1,6,Start,,-154229.0
191,f,2018-12-31 20:43:00,u8,191,h,2019-01-02 03:03:14,u1,True,6,1,,End,-109214.0
191,e,2018-12-30 06:26:22,u8,191,f,2018-12-31 20:43:00,u8,True,5,2,,,-137798.0
191,g,2018-12-25 18:04:17,u6,191,e,2018-12-30 06:26:22,u8,True,4,3,,,-390125.0
191,d,2018-12-25 18:04:17,u5,191,g,2018-12-25 18:04:17,u6,True,3,4,,,0.0
191,b,2018-12-24 10:13:32,u3,191,d,2018-12-25 18:04:17,u5,True,2,5,,,-114645.0
191,a,2018-12-22 07:36:57,u1,191,b,2018-12-24 10:13:32,u3,True,1,6,Start,,-182195.0
192,f,2018-12-31 22:06:02,u7,192,h,2019-01-03 16:35:35,u2,True,6,1,,End,-239373.0
192,e,2018-12-31 00:29:52,u8,192,f,2018-12-31 22:06:02,u7,True,5,2,,,-77770.0
192,g,2018-12-29 01:31:44,u6,192,e,2018-12-31 00:29:52,u8,True,4,3,,,-169088.0
192,d,2018-12-26 21:02:20,u5,192,g,2018-12-29 01:31:44,u6,True,3,4,,,-188964.0
192,b,2018-12-26 06:44:56,u3,192,d,2018-12-26 21:02:20,u5,True,2,5,,,-51444.0
192,a,2018-12-24 06:11:47,u1,192,b,2018-12-26 06:44:56,u3,True,1,6,Start,,-174789.0
193,f,2019-01-11 12:14:37,u7,193,h,2019-01-13 01:43:34,u1,True,6,1,,End,-134937.0
193,e,2019-01-10 18:54:41,u7,193,f,2019-01-11 12:14:37,u7,True,5,2,,,-62396.0
193,g,2019-01-09 22:35:42,u6,193,e,2019-01-10 18:54:41,u7,True,4,3,,,-73139.0
193,d,2019-01-06 13:10:56,u5,193,g,2019-01-09 22:35:42,u6,True,3,4,,,-293086.0
193,b,2019-01-05 07:04:58,u3,193,d,2019-01-06 13:10:56,u5,True,2,5,,,-108358.0
193,a,2019-01-02 21:51:57,u1,193,b,2019-01-05 07:04:58,u3,True,1,6,Start,,-205981.0
194,b,2019-01-09 07:25:08,u3,194,c,2019-01-10 01:06:04,u2,True,2,1,,End,-63656.0
194,a,2019-01-07 12:02:11,u1,194,b,2019-01-09 07:25:08,u3,True,1,2,Start,,-156177.0
195,f,2019-01-26 04:13:15,u8,195,h,2019-01-30 02:20:28,u2,True,6,1,,End,-338833.0
195,e,2019-01-20 15:25:29,u8,195,f,2019-01-26 04:13:15,u8,True,5,2,,,-478066.0
195,g,2019-01-15 11:03:03,u6,195,e,2019-01-20 15:25:29,u8,True,4,3,,,-447746.0
195,d,2019-01-13 17:19:56,u6,195,g,2019-01-15 11:03:03,u6,True,3,4,,,-150187.0
195,b,2019-01-12 21:26:04,u4,195,d,2019-01-13 17:19:56,u6,True,2,5,,,-71632.0
195,a,2019-01-09 11:33:47,u2,195,b,2019-01-12 21:26:04,u4,True,1,6,Start,,-294737.0
196,f,2019-01-24 22:02:05,u7,196,h,2019-01-26 15:29:04,u2,True,6,1,,End,-149219.0
196,e,2019-01-24 17:33:55,u8,196,f,2019-01-24 22:02:05,u7,True,5,2,,,-16090.0
196,g,2019-01-22 16:02:11,u6,196,e,2019-01-24 17:33:55,u8,True,4,3,,,-178304.0
196,d,2019-01-16 15:40:07,u5,196,g,2019-01-22 16:02:11,u6,True,3,4,,,-519724.0
196,b,2019-01-16 07:44:53,u4,196,d,2019-01-16 15:40:07,u5,True,2,5,,,-28514.0
196,a,2019-01-16 01:51:00,u2,196,b,2019-01-16 07:44:53,u4,True,1,6,Start,,-21233.0
197,b,2019-01-25 22:15:28,u3,197,c,2019-01-27 20:23:13,u2,True,2,1,,End,-166065.0
197,a,2019-01-21 16:30:56,u2,197,b,2019-01-25 22:15:28,u3,True,1,2,Start,,-366272.0
198,f,2019-02-08 04:04:42,u8,198,h,2019-02-09 09:50:29,u1,True,6,1,,End,-107147.0
198,e,2019-02-06 16:41:45,u8,198,f,2019-02-08 04:04:42,u8,True,5,2,,,-127377.0
198,g,2019-02-03 18:31:05,u5,198,e,2019-02-06 16:41:45,u8,True,4,3,,,-252640.0
198,d,2019-01-31 10:12:38,u6,198,g,2019-02-03 18:31:05,u5,True,3,4,,,-289107.0
198,b,2019-01-30 19:23:30,u3,198,d,2019-01-31 10:12:38,u6,True,2,5,,,-53348.0
198,a,2019-01-28 13:58:18,u1,198,b,2019-01-30 19:23:30,u3,True,1,6,Start,,-192312.0
199,b,2019-02-02 10:08:43,u3,199,c,2019-02-04 02:59:54,u2,True,2,1,,End,-147071.0
199,a,2019-01-30 23:12:21,u2,199,b,2019-02-02 10:08:43,u3,True,1,2,Start,,-212182.0
200,g,2019-02-13 13:10:40,u5,200,h,2019-02-13 13:35:35,u2,True,6,1,,End,-1495.0
200,f,2019-02-11 02:43:24,u8,200,g,2019-02-13 13:10:40,u5,True,5,2,,,-210436.0
200,e,2019-02-10 16:10:33,u7,200,f,2019-02-11 02:43:24,u8,True,4,3,,,-37971.0
200,d,2019-02-10 16:10:33,u5,200,e,2019-02-10 16:10:33,u7,True,3,4,,,0.0
200,b,2019-02-08 21:24:58,u3,200,d,2019-02-10 16:10:33,u5,True,2,5,,,-153935.0
200,a,2019-02-04 21:34:55,u1,200,b,2019-02-08 21:24:58,u3,True,1,6,Start,,-345003.0
201,g,2019-02-20 07:32:08,u5,201,h,2019-02-24 04:34:45,u1,True,6,1,,End,-334957.0
201,f,2019-02-19 08:18:45,u7,201,g,2019-02-20 07:32:08,u5,True,5,2,,,-83603.0
201,e,2019-02-17 22:25:01,u8,201,f,2019-02-19 08:18:45,u7,True,4,3,,,-122024.0
201,d,2019-02-14 15:10:35,u5,201,e,2019-02-17 22:25:01,u8,True,3,4,,,-285266.0
201,b,2019-02-13 18:30:47,u3,201,d,2019-02-14 15:10:35,u5,True,2,5,,,-74388.0
201,a,2019-02-10 21:01:16,u1,201,b,2019-02-13 18:30:47,u3,True,1,6,Start,,-250171.0
202,g,2019-03-01 12:44:52,u6,202,h,2019-03-04 07:41:58,u2,True,6,1,,End,-241026.0
202,f,2019-02-26 19:56:12,u8,202,g,2019-03-01 12:44:52,u6,True,5,2,,,-233320.0
202,e,2019-02-26 01:45:30,u7,202,f,2019-02-26 19:56:12,u8,True,4,3,,,-65442.0
202,d,2019-02-22 08:34:50,u5,202,e,2019-02-26 01:45:30,u7,True,3,4,,,-321040.0
202,b,2019-02-21 09:13:51,u4,202,d,2019-02-22 08:34:50,u5,True,2,5,,,-84059.0
202,a,2019-02-18 11:19:25,u2,202,b,2019-02-21 09:13:51,u4,True,1,6,Start,,-251666.0
203,b,2019-02-23 20:49:27,u4,203,c,2019-02-24 08:54:41,u2,True,2,1,,End,-43514.0
203,a,2019-02-22 14:37:22,u2,203,b,2019-02-23 20:49:27,u4,True,1,2,Start,,-108725.0
204,f,2019-03-12 11:03:58,u7,204,h,2019-03-14 10:42:19,u1,True,6,1,,End,-171501.0
204,e,2019-03-11 01:17:28,u8,204,f,2019-03-12 11:03:58,u7,True,5,2,,,-121590.0
204,g,2019-03-08 17:46:28,u5,204,e,2019-03-11 01:17:28,u8,True,4,3,,,-199860.0
204,d,2019-03-06 00:50:03,u5,204,g,2019-03-08 17:46:28,u5,True,3,4,,,-233785.0
204,b,2019-03-05 11:54:40,u3,204,d,2019-03-06 00:50:03,u5,True,2,5,,,-46523.0
204,a,2019-03-04 04:40:29,u1,204,b,2019-03-05 11:54:40,u3,True,1,6,Start,,-112451.0
205,f,2019-03-18 04:06:40,u8,205,h,2019-03-20 19:30:53,u2,True,6,1,,End,-228253.0
205,e,2019-03-16 19:30:49,u7,205,f,2019-03-18 04:06:40,u8,True,5,2,,,-117351.0
205,g,2019-03-14 09:08:43,u6,205,e,2019-03-16 19:30:49,u7,True,4,3,,,-210126.0
205,d,2019-03-12 13:54:43,u5,205,g,2019-03-14 09:08:43,u6,True,3,4,,,-155640.0
205,b,2019-03-12 06:19:48,u4,205,d,2019-03-12 13:54:43,u5,True,2,5,,,-27295.0
205,a,2019-03-10 21:56:12,u1,205,b,2019-03-12 06:19:48,u4,True,1,6,Start,,-116616.0
206,f,2019-03-27 22:45:56,u8,206,h,2019-03-29 10:47:43,u2,True,6,1,,End,-129707.0
206,e,2019-03-27 14:37:24,u8,206,f,2019-03-27 22:45:56,u8,True,5,2,,,-29312.0
206,g,2019-03-24 20:21:20,u6,206,e,2019-03-27 14:37:24,u8,True,4,3,,,-238564.0
206,d,2019-03-22 18:34:34,u5,206,g,2019-03-24 20:21:20,u6,True,3,4,,,-179206.0
206,b,2019-03-21 23:08:22,u3,206,d,2019-03-22 18:34:34,u5,True,2,5,,,-69972.0
206,a,2019-03-18 21:55:09,u2,206,b,2019-03-21 23:08:22,u3,True,1,6,Start,,-263593.0
207,g,2019-04-16 11:24:17,u6,207,h,2019-04-18 17:00:27,u1,True,6,1,,End,-192970.0
207,f,2019-04-10 18:39:54,u7,207,g,2019-04-16 11:24:17,u6,True,5,2,,,-492263.0
207,e,2019-04-09 03:03:10,u7,207,f,2019-04-10 18:39:54,u7,True,4,3,,,-142604.0
207,d,2019-04-04 20:12:32,u5,207,e,2019-04-09 03:03:10,u7,True,3,4,,,-370238.0
207,b,2019-04-03 13:50:24,u3,207,d,2019-04-04 20:12:32,u5,True,2,5,,,-109328.0
207,a,2019-03-28 04:11:41,u1,207,b,2019-04-03 13:50:24,u3,True,1,6,Start,,-553123.0
208,g,2019-04-09 05:55:42,u6,208,h,2019-04-11 19:53:44,u2,True,6,1,,End,-223082.0
208,f,2019-04-06 04:14:14,u8,208,g,2019-04-09 05:55:42,u6,True,5,2,,,-265288.0
208,e,2019-04-05 16:32:13,u8,208,f,2019-04-06 04:14:14,u8,True,4,3,,,-42121.0
208,d,2019-04-01 00:25:10,u5,208,e,2019-04-05 16:32:13,u8,True,3,4,,,-403623.0
208,b,2019-03-31 16:34:57,u3,208,d,2019-04-01 00:25:10,u5,True,2,5,,,-28213.0
208,a,2019-03-27 15:32:54,u2,208,b,2019-03-31 16:34:57,u3,True,1,6,Start,,-349323.0
209,b,2019-04-06 20:11:03,u3,209,c,2019-04-07 14:41:11,u1,True,2,1,,End,-66608.0
209,a,2019-04-03 14:24:24,u1,209,b,2019-04-06 20:11:03,u3,True,1,2,Start,,-279999.0
210,b,2019-04-08 20:56:31,u3,210,c,2019-04-09 11:44:53,u2,True,2,1,,End,-53302.0
210,a,2019-04-06 23:17:54,u1,210,b,2019-04-08 20:56:31,u3,True,1,2,Start,,-164317.0
211,g,2019-04-21 20:13:44,u6,211,h,2019-04-25 07:19:30,u1,True,6,1,,End,-299146.0
211,f,2019-04-13 19:33:37,u8,211,g,2019-04-21 20:13:44,u6,True,5,2,,,-693607.0
211,e,2019-04-13 04:00:27,u7,211,f,2019-04-13 19:33:37,u8,True,4,3,,,-55990.0
211,d,2019-04-12 08:22:46,u5,211,e,2019-04-13 04:00:27,u7,True,3,4,,,-70661.0
211,b,2019-04-11 14:51:31,u3,211,d,2019-04-12 08:22:46,u5,True,2,5,,,-63075.0
211,a,2019-04-08 20:48:59,u1,211,b,2019-04-11 14:51:31,u3,True,1,6,Start,,-237752.0
212,g,2019-04-27 15:28:27,u6,212,h,2019-04-28 21:03:41,u1,True,6,1,,End,-106514.0
212,f,2019-04-26 21:11:49,u8,212,g,2019-04-27 15:28:27,u6,True,5,2,,,-65798.0
212,e,2019-04-25 00:26:36,u8,212,f,2019-04-26 21:11:49,u8,True,4,3,,,-161113.0
212,d,2019-04-22 22:48:10,u6,212,e,2019-04-25 00:26:36,u8,True,3,4,,,-178706.0
212,b,2019-04-18 02:11:53,u3,212,d,2019-04-22 22:48:10,u6,True,2,5,,,-419777.0
212,a,2019-04-15 18:37:06,u2,212,b,2019-04-18 02:11:53,u3,True,1,6,Start,,-200087.0
213,b,2019-04-23 00:43:15,u3,213,c,2019-04-26 07:46:38,u1,True,2,1,,End,-284603.0
213,a,2019-04-21 22:49:53,u2,213,b,2019-04-23 00:43:15,u3,True,1,2,Start,,-93202.0
214,f,2019-05-04 23:32:30,u8,214,h,2019-05-06 13:06:18,u2,True,6,1,,End,-135228.0
214,g,2019-05-04 23:30:14,u5,214,f,2019-05-04 23:32:30,u8,True,5,2,,,-136.0
214,e,2019-05-02 23:27:49,u7,214,g,2019-05-04 23:30:14,u5,True,4,3,,,-172945.0
214,d,2019-05-01 20:29:19,u5,214,e,2019-05-02 23:27:49,u7,True,3,4,,,-97110.0
214,b,2019-05-01 01:58:54,u3,214,d,2019-05-01 20:29:19,u5,True,2,5,,,-66625.0
214,a,2019-04-29 00:44:42,u2,214,b,2019-05-01 01:58:54,u3,True,1,6,Start,,-177252.0
215,f,2019-05-14 14:13:49,u8,215,h,2019-05-17 06:17:55,u2,True,6,1,,End,-230646.0
215,e,2019-05-14 03:31:36,u8,215,f,2019-05-14 14:13:49,u8,True,5,2,,,-38533.0
215,g,2019-05-07 03:47:55,u5,215,e,2019-05-14 03:31:36,u8,True,4,3,,,-603821.0
215,d,2019-05-07 03:47:55,u5,215,g,2019-05-07 03:47:55,u5,True,3,4,,,0.0
215,b,2019-05-06 10:52:20,u4,215,d,2019-05-07 03:47:55,u5,True,2,5,,,-60935.0
215,a,2019-05-03 11:40:38,u1,215,b,2019-05-06 10:52:20,u4,True,1,6,Start,,-256302.0
216,f,2019-05-22 08:19:18,u8,216,h,2019-05-25 07:02:08,u2,True,6,1,,End,-254570.0
216,e,2019-05-20 20:04:44,u7,216,f,2019-05-22 08:19:18,u8,True,5,2,,,-130474.0
216,g,2019-05-18 11:16:39,u5,216,e,2019-05-20 20:04:44,u7,True,4,3,,,-204485.0
216,d,2019-05-11 08:02:25,u5,216,g,2019-05-18 11:16:39,u5,True,3,4,,,-616454.0
216,b,2019-05-10 19:44:43,u3,216,d,2019-05-11 08:02:25,u5,True,2,5,,,-44262.0
216,a,2019-05-07 12:46:27,u2,216,b,2019-05-10 19:44:43,u3,True,1,6,Start,,-284296.0
217,b,2019-05-18 04:43:05,u3,217,c,2019-05-20 02:09:04,u2,True,2,1,,End,-163559.0
217,a,2019-05-15 03:27:18,u1,217,b,2019-05-18 04:43:05,u3,True,1,2,Start,,-263747.0
218,b,2019-05-23 12:30:50,u4,218,c,2019-05-26 06:03:57,u2,True,2,1,,End,-235987.0
218,a,2019-05-22 22:45:02,u2,218,b,2019-05-23 12:30:50,u4,True,1,2,Start,,-49548.0
219,f,2019-06-06 19:43:30,u7,219,h,2019-06-09 01:25:38,u2,True,6,1,,End,-193328.0
219,e,2019-06-05 17:22:49,u7,219,f,2019-06-06 19:43:30,u7,True,5,2,,,-94841.0
219,g,2019-06-01 23:58:13,u6,219,e,2019-06-05 17:22:49,u7,True,4,3,,,-321876.0
219,d,2019-05-31 16:02:10,u5,219,g,2019-06-01 23:58:13,u6,True,3,4,,,-114963.0
219,b,2019-05-31 08:38:45,u3,219,d,2019-05-31 16:02:10,u5,True,2,5,,,-26605.0
219,a,2019-05-30 11:50:47,u2,219,b,2019-05-31 08:38:45,u3,True,1,6,Start,,-74878.0
220,b,2019-06-07 11:53:18,u3,220,c,2019-06-08 11:52:54,u1,True,2,1,,End,-86376.0
220,a,2019-06-05 14:21:59,u1,220,b,2019-06-07 11:53:18,u3,True,1,2,Start,,-163879.0
221,f,2019-06-20 19:51:31,u7,221,h,2019-06-24 18:15:04,u2,True,6,1,,End,-339813.0
221,e,2019-06-20 06:50:42,u8,221,f,2019-06-20 19:51:31,u7,True,5,2,,,-46849.0
221,g,2019-06-18 21:25:17,u6,221,e,2019-06-20 06:50:42,u8,True,4,3,,,-120325.0
221,d,2019-06-14 20:04:34,u6,221,g,2019-06-18 21:25:17,u6,True,3,4,,,-350443.0
221,b,2019-06-13 00:38:12,u3,221,d,2019-06-14 20:04:34,u6,True,2,5,,,-156382.0
221,a,2019-06-11 07:33:42,u1,221,b,2019-06-13 00:38:12,u3,True,1,6,Start,,-147870.0
222,b,2019-06-18 13:51:55,u3,222,c,2019-06-19 21:15:14,u2,True,2,1,,End,-112999.0
222,a,2019-06-17 10:33:44,u2,222,b,2019-06-18 13:51:55,u3,True,1,2,Start,,-98291.0
223,b,2019-06-23 03:12:20,u4,223,c,2019-06-26 10:55:00,u2,True,2,1,,End,-286960.0
223,a,2019-06-19 05:54:52,u1,223,b,2019-06-23 03:12:20,u4,True,1,2,Start,,-335848.0
224,b,2019-06-26 15:32:50,u3,224,c,2019-06-28 11:08:49,u2,True,2,1,,End,-156959.0
224,a,2019-06-25 08:05:19,u2,224,b,2019-06-26 15:32:50,u3,True,1,2,Start,,-113251.0
225,b,2019-06-28 22:13:05,u3,225,c,2019-06-29 10:09:48,u2,True,2,1,,End,-43003.0
225,a,2019-06-28 03:14:56,u2,225,b,2019-06-28 22:13:05,u3,True,1,2,Start,,-68289.0
226,b,2019-07-06 01:31:14,u3,226,c,2019-07-06 12:22:37,u1,True,2,1,,End,-39083.0
226,a,2019-07-02 16:49:25,u2,226,b,2019-07-06 01:31:14,u3,True,1,2,Start,,-290509.0
227,b,2019-07-09 19:10:17,u3,227,c,2019-07-11 13:22:29,u1,True,2,1,,End,-151932.0
227,a,2019-07-05 23:22:47,u2,227,b,2019-07-09 19:10:17,u3,True,1,2,Start,,-330450.0
228,f,2019-07-30 08:39:47,u8,228,h,2019-08-02 06:06:58,u2,True,6,1,,End,-250031.0
228,e,2019-07-26 02:26:34,u7,228,f,2019-07-30 08:39:47,u8,True,5,2,,,-367993.0
228,g,2019-07-24 02:00:26,u6,228,e,2019-07-26 02:26:34,u7,True,4,3,,,-174368.0
228,d,2019-07-18 15:50:05,u6,228,g,2019-07-24 02:00:26,u6,True,3,4,,,-468621.0
228,b,2019-07-17 11:45:29,u3,228,d,2019-07-18 15:50:05,u6,True,2,5,,,-101076.0
228,a,2019-07-15 16:47:47,u2,228,b,2019-07-17 11:45:29,u3,True,1,6,Start,,-154662.0
229,f,2019-07-30 11:15:56,u8,229,h,2019-07-30 20:20:52,u1,True,6,1,,End,-32696.0
229,e,2019-07-30 03:26:40,u8,229,f,2019-07-30 11:15:56,u8,True,5,2,,,-28156.0
229,g,2019-07-29 05:32:04,u6,229,e,2019-07-30 03:26:40,u8,True,4,3,,,-78876.0
229,d,2019-07-24 18:30:06,u5,229,g,2019-07-29 05:32:04,u6,True,3,4,,,-385318.0
229,b,2019-07-23 22:30:46,u4,229,d,2019-07-24 18:30:06,u5,True,2,5,,,-71960.0
229,a,2019-07-20 18:14:24,u1,229,b,2019-07-23 22:30:46,u4,True,1,6,Start,,-274582.0
230,g,2019-08-06 10:46:03,u6,230,h,2019-08-09 08:36:32,u1,True,6,1,,End,-251429.0
230,f,2019-08-04 09:03:13,u7,230,g,2019-08-06 10:46:03,u6,True,5,2,,,-178970.0
230,e,2019-08-04 04:20:21,u8,230,f,2019-08-04 09:03:13,u7,True,4,3,,,-16972.0
230,d,2019-07-30 19:56:08,u6,230,e,2019-08-04 04:20:21,u8,True,3,4,,,-375853.0
230,b,2019-07-25 02:59:53,u3,230,d,2019-07-30 19:56:08,u6,True,2,5,,,-492975.0
230,a,2019-07-25 02:59:53,u2,230,b,2019-07-25 02:59:53,u3,True,1,6,Start,,0.0
231,g,2019-08-13 15:16:54,u6,231,h,2019-08-13 16:20:16,u2,True,6,1,,End,-3802.0
231,f,2019-08-09 05:04:55,u7,231,g,2019-08-13 15:16:54,u6,True,5,2,,,-382319.0
231,e,2019-08-08 07:35:07,u8,231,f,2019-08-09 05:04:55,u7,True,4,3,,,-77388.0
231,d,2019-08-03 09:15:26,u5,231,e,2019-08-08 07:35:07,u8,True,3,4,,,-425981.0
231,b,2019-08-02 14:11:42,u4,231,d,2019-08-03 09:15:26,u5,True,2,5,,,-68624.0
231,a,2019-07-30 20:20:52,u1,231,b,2019-08-02 14:11:42,u4,True,1,6,Start,,-237050.0
232,b,2019-08-08 02:02:07,u3,232,c,2019-08-09 07:09:19,u2,True,2,1,,End,-104832.0
232,a,2019-08-06 12:31:19,u2,232,b,2019-08-08 02:02:07,u3,True,1,2,Start,,-135048.0
233,g,2019-08-17 20:52:07,u5,233,h,2019-08-20 06:41:30,u2,True,6,1,,End,-208163.0
233,f,2019-08-11 11:59:51,u8,233,g,2019-08-17 20:52:07,u5,True,5,2,,,-550336.0
233,e,2019-08-10 13:12:34,u7,233,f,2019-08-11 11:59:51,u8,True,4,3,,,-82037.0
233,d,2019-08-10 13:12:34,u5,233,e,2019-08-10 13:12:34,u7,True,3,4,,,0.0
233,b,2019-08-09 07:16:27,u4,233,d,2019-08-10 13:12:34,u5,True,2,5,,,-107767.0
233,a,2019-08-07 22:38:45,u2,233,b,2019-08-09 07:16:27,u4,True,1,6,Start,,-117462.0
234,g,2019-08-24 16:25:50,u5,234,h,2019-08-27 13:43:53,u1,True,6,1,,End,-249483.0
234,f,2019-08-22 14:19:38,u8,234,g,2019-08-24 16:25:50,u5,True,5,2,,,-180372.0
234,e,2019-08-21 18:22:20,u8,234,f,2019-08-22 14:19:38,u8,True,4,3,,,-71838.0
234,d,2019-08-18 15:43:20,u5,234,e,2019-08-21 18:22:20,u8,True,3,4,,,-268740.0
234,b,2019-08-11 09:11:53,u4,234,d,2019-08-18 15:43:20,u5,True,2,5,,,-628287.0
234,a,2019-08-10 16:34:28,u1,234,b,2019-08-11 09:11:53,u4,True,1,6,Start,,-59845.0
235,f,2019-08-27 00:32:33,u8,235,h,2019-08-29 15:24:22,u1,True,6,1,,End,-226309.0
235,e,2019-08-27 00:32:33,u7,235,f,2019-08-27 00:32:33,u8,True,5,2,,,0.0
235,g,2019-08-26 20:52:25,u6,235,e,2019-08-27 00:32:33,u7,True,4,3,,,-13208.0
235,d,2019-08-26 01:06:55,u5,235,g,2019-08-26 20:52:25,u6,True,3,4,,,-71130.0
235,b,2019-08-18 18:40:37,u3,235,d,2019-08-26 01:06:55,u5,True,2,5,,,-627978.0
235,a,2019-08-16 22:28:06,u2,235,b,2019-08-18 18:40:37,u3,True,1,6,Start,,-159151.0
236,g,2019-09-07 06:21:14,u5,236,h,2019-09-10 00:25:09,u1,True,6,1,,End,-237835.0
236,f,2019-09-03 19:05:44,u8,236,g,2019-09-07 06:21:14,u5,True,5,2,,,-299730.0
236,e,2019-08-29 23:17:43,u7,236,f,2019-09-03 19:05:44,u8,True,4,3,,,-416881.0
236,d,2019-08-27 16:36:24,u5,236,e,2019-08-29 23:17:43,u7,True,3,4,,,-196879.0
236,b,2019-08-21 09:01:59,u3,236,d,2019-08-27 16:36:24,u5,True,2,5,,,-545665.0
236,a,2019-08-18 20:20:42,u2,236,b,2019-08-21 09:01:59,u3,True,1,6,Start,,-218477.0
237,f,2019-09-04 03:02:17,u7,237,h,2019-09-06 20:43:02,u2,True,6,1,,End,-236445.0
237,e,2019-09-02 08:16:45,u8,237,f,2019-09-04 03:02:17,u7,True,5,2,,,-153932.0
237,g,2019-08-30 10:16:15,u6,237,e,2019-09-02 08:16:45,u8,True,4,3,,,-252030.0
237,d,2019-08-28 21:35:04,u5,237,g,2019-08-30 10:16:15,u6,True,3,4,,,-132071.0
237,b,2019-08-27 05:50:03,u3,237,d,2019-08-28 21:35:04,u5,True,2,5,,,-143101.0
237,a,2019-08-23 19:37:09,u1,237,b,2019-08-27 05:50:03,u3,True,1,6,Start,,-295974.0
238,b,2019-09-03 16:48:49,u3,238,c,2019-09-04 05:39:08,u2,True,2,1,,End,-46219.0
238,a,2019-09-02 01:53:17,u1,238,b,2019-09-03 16:48:49,u3,True,1,2,Start,,-140132.0
239,f,2019-09-14 17:16:19,u7,239,h,2019-09-17 05:27:32,u1,True,6,1,,End,-216673.0
239,g,2019-09-14 09:05:13,u6,239,f,2019-09-14 17:16:19,u7,True,5,2,,,-29466.0
239,e,2019-09-13 19:45:45,u8,239,g,2019-09-14 09:05:13,u6,True,4,3,,,-47968.0
239,d,2019-09-09 07:10:24,u5,239,e,2019-09-13 19:45:45,u8,True,3,4,,,-390921.0
239,b,2019-09-08 14:14:19,u3,239,d,2019-09-09 07:10:24,u5,True,2,5,,,-60965.0
