Case_ID,Case Duration,Case Length,Variants,First User,Last User
1874,1038682.0,7,79,u2,u1
1875,930154.0,7,95,u2,u1
1876,1047005.0,7,255,u1,u1
1877,1077633.0,7,71,u2,u2
1878,1001462.0,7,48,u1,u1
1879,185332.0,3,1,u2,u2
1880,1039425.0,7,103,u1,u2
1881,1763376.0,7,122,u2,u1
1882,615361.0,7,48,u1,u1
1883,2278769.0,7,13,u2,u2
1884,1467503.0,7,99,u2,u1
1885,2107304.0,7,63,u2,u1
1886,2149753.0,7,52,u2,u2
1887,2307485.0,7,91,u2,u2
1888,2284079.0,7,39,u1,u1
1889,2287330.0,7,222,u2,u1
1890,68408.0,3,9,u1,u1
1891,1188893.0,7,144,u1,u2
1892,1066535.0,7,320,u1,u2
1893,607193.0,7,84,u2,u1
1894,1032455.0,7,35,u1,u2
1895,671723.0,7,16,u1,u1
1896,795901.0,7,156,u2,u2
1897,709310.0,7,64,u1,u1
1898,667007.0,7,8,u2,u1
1899,334785.0,3,2,u2,u1
1900,823161.0,7,12,u1,u1
1901,690613.0,7,57,u2,u2
1902,810413.0,7,11,u2,u1
1903,852845.0,7,11,u2,u1
1904,581204.0,7,53,u1,u2
1905,255961.0,3,4,u1,u2
1906,835104.0,7,18,u2,u2
1907,1162913.0,7,269,u2,u1
1908,1325379.0,7,132,u2,u1
1909,1360181.0,7,217,u1,u2
1910,744110.0,7,216,u1,u1
1911,190942.0,3,1,u2,u2
1912,1223802.0,7,50,u2,u1
1913,893463.0,7,11,u2,u1
1914,929276.0,7,28,u2,u1
1915,917788.0,7,156,u2,u2
1916,354411.0,3,2,u2,u1
1917,1053654.0,7,124,u1,u2
1918,1193792.0,7,82,u2,u1
1919,1020589.0,7,184,u2,u2
1920,1125372.0,7,36,u2,u1
1921,323035.0,3,1,u2,u2
1922,1274716.0,7,17,u2,u1
1923,1212851.0,7,30,u2,u2
1924,1303484.0,7,20,u1,u1
1925,78623.0,3,6,u2,u2
1926,258791.0,3,1,u2,u2
1927,945739.0,7,22,u2,u2
1928,1337514.0,7,220,u1,u2
1929,75849.0,3,6,u2,u2
1930,311403.0,3,3,u1,u1
1931,1069063.0,7,87,u2,u2
1932,986271.0,7,13,u2,u2
1933,1011003.0,7,35,u1,u2
1934,1579272.0,7,127,u2,u2
1935,1524095.0,7,114,u1,u2
1936,486165.0,3,3,u1,u1
1937,1351227.0,7,38,u1,u2
1938,1018247.0,7,107,u1,u1
1939,1024490.0,7,143,u2,u1
1940,993620.0,7,18,u2,u2
1941,701506.0,7,159,u2,u2
1942,759623.0,7,77,u1,u1
1943,1296822.0,7,18,u2,u2
1944,1020284.0,7,66,u2,u2
1945,290870.0,3,4,u1,u2
1946,1313445.0,7,22,u2,u2
1947,1093246.0,7,148,u1,u2
1948,997070.0,7,20,u1,u1
1949,1477482.0,7,335,u1,u2
1950,1394219.0,7,150,u1,u1
1951,1153591.0,7,35,u1,u2
1952,338581.0,3,4,u1,u2
1953,770484.0,7,202,u2,u2
1954,929235.0,7,37,u2,u1
1955,865072.0,7,341,u1,u1
1956,242715.0,3,9,u1,u1
1957,1169159.0,7,13,u2,u2
1958,1321040.0,7,7,u2,u1
1959,1424290.0,7,13,u2,u2
1960,1557971.0,7,140,u2,u1
1961,871798.0,7,42,u2,u1
1962,533122.0,7,103,u1,u2
1963,902342.0,7,181,u1,u2
1964,1047048.0,7,18,u2,u2
1965,214253.0,3,1,u2,u2
1966,1061277.0,7,103,u1,u2
1967,835147.0,7,76,u2,u1
1968,451423.0,3,1,u2,u2
1969,436286.0,3,1,u2,u2
1970,1193680.0,7,73,u2,u1
1971,1100048.0,7,72,u2,u2
1972,930254.0,7,34,u1,u1
1973,1406848.0,7,13,u2,u2
1974,1316361.0,7,17,u2,u1
1975,960908.0,7,23,u2,u2
1976,135341.0,3,4,u1,u2
1977,771007.0,7,28,u2,u1
1978,1323462.0,7,142,u1,u1
1979,2055203.0,7,19,u2,u1
1980,1787794.0,7,71,u2,u2
1981,1709225.0,7,48,u1,u1
1982,551612.0,3,2,u2,u1
1983,1015847.0,7,14,u2,u1
1984,1721755.0,7,120,u1,u1
1985,882071.0,7,36,u2,u1
1986,1166155.0,7,102,u1,u2
1987,1882225.0,7,11,u2,u1
1988,1179244.0,7,81,u2,u2
1989,1813937.0,7,273,u1,u1
1990,388805.0,3,2,u2,u1
1991,1691677.0,7,57,u2,u2
1992,1074944.0,7,135,u1,u1
1993,1406610.0,7,81,u2,u2
1994,1560664.0,7,83,u2,u2
1995,1336279.0,7,112,u1,u2
1996,1498093.0,7,18,u2,u2
1997,1726579.0,7,17,u2,u1
1998,1349291.0,7,244,u2,u2
1999,1256856.0,7,95,u2,u1
2000,2219253.0,7,18,u2,u2
2001,1628327.0,7,134,u1,u2
2002,1835038.0,7,150,u1,u1
2003,1342147.0,7,52,u2,u2
2004,768876.0,7,26,u2,u1
2005,1369960.0,7,112,u1,u2
2006,189402.0,3,2,u2,u1
2007,1148462.0,7,22,u2,u2
2008,1482151.0,7,41,u1,u1
2009,847276.0,7,57,u2,u2
2010,1777140.0,7,131,u2,u1
2011,2443004.0,7,53,u1,u2
2012,1988364.0,7,33,u2,u1
2013,1819378.0,7,85,u2,u1
2014,1598859.0,7,87,u2,u2
2015,1196016.0,7,62,u1,u2
2016,257392.0,3,2,u2,u1
2017,1094346.0,7,16,u1,u1
2018,924605.0,7,89,u1,u1
2019,664107.0,7,15,u2,u1
2020,2012397.0,7,49,u2,u2
2021,1720941.0,7,184,u2,u2
2022,971929.0,7,99,u2,u1
2023,884839.0,7,102,u1,u2
2024,325571.0,3,4,u1,u2
2025,256473.0,3,2,u2,u1
2026,1415106.0,7,177,u1,u2
2027,176485.0,3,1,u2,u2
2028,1273104.0,7,84,u2,u1
2029,289588.0,3,4,u1,u2
2030,397706.0,3,2,u2,u1
2031,1037384.0,7,218,u1,u1
2032,991179.0,7,12,u1,u1
2033,1057199.0,7,274,u1,u2
2034,1382891.0,7,63,u2,u1
2035,2010317.0,7,55,u2,u2
2036,1482474.0,7,7,u2,u1
2037,2128629.0,7,18,u2,u2
2038,1017529.0,7,17,u2,u1
2039,989040.0,7,70,u1,u1
2040,290087.0,3,3,u1,u1
2041,1342305.0,7,139,u1,u2
2042,1059002.0,7,32,u2,u2
2043,456146.0,7,217,u1,u2
2044,719880.0,7,298,u1,u2
2045,418640.0,3,9,u1,u1
2046,194202.0,3,1,u2,u2
2047,241728.0,3,2,u2,u1
2048,982352.0,7,54,u2,u1
2049,371722.0,3,1,u2,u2
2050,1083958.0,7,17,u2,u1
2051,1011274.0,7,11,u2,u1
2052,1181436.0,7,212,u1,u2
2053,669676.0,7,134,u1,u2
2054,393488.0,3,2,u2,u1
2055,1075383.0,7,149,u1,u2
2056,1683114.0,7,16,u1,u1
2057,1601644.0,7,231,u2,u2
2058,1398779.0,7,135,u1,u1
2059,228131.0,3,3,u1,u1
2060,744369.0,7,151,u1,u1
2061,286520.0,3,1,u2,u2
2062,926257.0,7,64,u1,u1
2063,844556.0,7,189,u2,u2
2064,1043136.0,7,16,u1,u1
2065,1437764.0,7,76,u2,u1
2066,1936284.0,7,73,u2,u1
2067,1594627.0,7,24,u2,u1
2068,225073.0,3,1,u2,u2
2069,156401.0,3,5,u2,u1
2070,1178418.0,7,326,u1,u2
2071,1531144.0,7,58,u1,u1
2072,1250195.0,7,45,u1,u2
2073,232565.0,3,3,u1,u1
2074,387226.0,3,3,u1,u1
2075,739752.0,7,292,u1,u1
2076,978458.0,7,32,u2,u2
2077,1352514.0,7,197,u1,u1
2078,1174139.0,7,96,u1,u1
2079,1726051.0,7,12,u1,u1
2080,1233642.0,7,185,u1,u2
2081,914265.0,7,89,u1,u1
2082,789045.0,7,233,u2,u1
2083,1265931.0,7,325,u2,u2
2084,282579.0,3,6,u2,u2
2085,1612850.0,7,156,u2,u2
2086,1394079.0,7,8,u2,u1
2087,1150747.0,7,63,u2,u1
2088,1158143.0,7,12,u1,u1
2089,327005.0,3,4,u1,u2
2090,941347.0,7,13,u2,u2
2091,1393927.0,7,24,u2,u1
2092,834159.0,7,7,u2,u1
2093,801492.0,7,109,u1,u2
2094,1807907.0,7,194,u1,u1
2095,1385553.0,7,7,u2,u1
2096,1868233.0,7,11,u2,u1
2097,189372.0,3,3,u1,u1
2098,976346.0,7,19,u2,u1
2099,995818.0,7,65,u1,u1
2100,907876.0,7,7,u2,u1
2101,219764.0,3,3,u1,u1
2102,923553.0,7,117,u2,u2
2103,596403.0,7,75,u1,u1
2104,1157595.0,7,24,u2,u1
2105,1319253.0,7,85,u2,u1
2106,1569238.0,7,66,u2,u2
2107,2588487.0,7,139,u1,u2
2108,1914256.0,7,39,u1,u1
2109,2339629.0,7,63,u2,u1
2110,962326.0,7,142,u1,u1
2111,1800293.0,7,176,u1,u2
2112,1465980.0,7,14,u2,u1
2113,1063391.0,7,45,u1,u2
2114,52038.0,3,9,u1,u1
2115,371554.0,3,3,u1,u1
2116,292283.0,3,6,u2,u2
2117,1270447.0,7,14,u2,u1
2118,239885.0,3,9,u1,u1
2119,269482.0,3,10,u1,u2
2120,1020549.0,7,24,u2,u1
2121,869117.0,7,29,u2,u1
2122,977524.0,7,127,u2,u2
2123,1143427.0,7,68,u2,u1
2124,547350.0,3,4,u1,u2
2125,923651.0,7,47,u2,u2
2126,1029342.0,7,7,u2,u1
2127,1644283.0,7,27,u1,u2
2128,1094996.0,7,7,u2,u1
2129,918253.0,7,102,u1,u2
2130,861456.0,7,98,u1,u1
2131,1050047.0,7,21,u1,u1
2132,1458730.0,7,71,u2,u2
2133,229324.0,3,5,u2,u1
2134,266643.0,3,10,u1,u2
2135,842708.0,7,21,u1,u1
2136,1073113.0,7,132,u2,u1
2137,1911652.0,7,220,u1,u2
2138,1872387.0,7,156,u2,u2
2139,392464.0,3,3,u1,u1
2140,1765493.0,7,128,u1,u1
2141,2320028.0,7,12,u1,u1
2142,1980047.0,7,133,u2,u2
2143,3114012.0,7,53,u1,u2
2144,3316634.0,7,33,u2,u1
2145,2349662.0,7,27,u1,u2
2146,2244905.0,7,33,u2,u1
2147,1443331.0,7,76,u2,u1
2148,1441645.0,7,34,u1,u1
2149,1794365.0,7,11,u2,u1
2150,2689944.0,7,203,u2,u1
2151,128305.0,3,2,u2,u1
2152,1567883.0,7,32,u2,u2
2153,2016311.0,7,168,u1,u1
2154,818577.0,7,43,u2,u1
2155,1576404.0,7,52,u2,u2
2156,2219399.0,7,32,u2,u2
2157,1760966.0,7,74,u2,u2
2158,1212219.0,7,233,u2,u1
2159,1339514.0,7,41,u1,u1
2160,541217.0,3,4,u1,u2
2161,1006762.0,7,147,u1,u1
2162,273964.0,3,1,u2,u2
2163,1159994.0,7,28,u2,u1
2164,110347.0,3,1,u2,u2
2165,699714.0,7,29,u2,u1
2166,255413.0,3,9,u1,u1
2167,316012.0,3,2,u2,u1
2168,1179129.0,7,61,u1,u2
2169,198176.0,3,3,u1,u1
2170,917339.0,7,30,u2,u2
2171,1001113.0,7,61,u1,u2
2172,891658.0,7,101,u2,u1
2173,184342.0,3,3,u1,u1
2174,329753.0,3,10,u1,u2
2175,614302.0,7,145,u1,u1
2176,957441.0,7,57,u2,u2
2177,982482.0,7,30,u2,u2
2178,1610981.0,7,24,u2,u1
2179,1080371.0,7,149,u1,u2
2180,810296.0,7,345,u1,u1
2181,125079.0,3,6,u2,u2
2182,233462.0,3,6,u2,u2
2183,359623.0,3,4,u1,u2
2184,1120237.0,7,285,u1,u2
2185,731381.0,7,287,u2,u1
2186,1029287.0,7,41,u1,u1
2187,988820.0,7,112,u1,u2
2188,945561.0,7,18,u2,u2
2189,1046315.0,7,63,u2,u1
2190,280943.0,3,1,u2,u2
2191,1438909.0,7,41,u1,u1
2192,1082271.0,7,201,u2,u1
2193,964097.0,7,19,u2,u1
2194,706142.0,7,229,u2,u1
2195,1092444.0,7,93,u2,u1
2196,569229.0,3,4,u1,u2
2197,1367425.0,7,45,u1,u2
2198,1672330.0,7,36,u2,u1
2199,1799838.0,7,15,u2,u1
2200,2047514.0,7,21,u1,u1
2201,344716.0,3,1,u2,u2
2202,789809.0,7,172,u2,u2
2203,1109456.0,7,42,u2,u1
2204,751598.0,7,170,u1,u1
2205,1144808.0,7,58,u1,u1
2206,1183776.0,7,235,u2,u1
2207,1647019.0,7,90,u2,u2
2208,1144894.0,7,20,u1,u1
2209,2556175.0,7,53,u1,u2
2210,2101673.0,7,144,u1,u2
2211,314058.0,3,9,u1,u1
2212,989457.0,7,16,u1,u1
2213,225629.0,3,1,u2,u2
2214,817529.0,7,7,u2,u1
2215,228343.0,3,1,u2,u2
2216,1096460.0,7,8,u2,u1
2217,772681.0,7,160,u1,u1
2218,935086.0,7,175,u1,u1
2219,1066829.0,7,78,u2,u2
2220,230038.0,3,2,u2,u1
2221,1000473.0,7,204,u2,u2
2222,1024749.0,7,358,u1,u2
2223,805759.0,7,114,u1,u2
2224,801562.0,7,11,u2,u1
2225,1405708.0,7,14,u2,u1
2226,1057348.0,7,75,u1,u1
2227,1150935.0,7,26,u2,u1
2228,53359.0,3,5,u2,u1
2229,971240.0,7,20,u1,u1
2230,172471.0,3,1,u2,u2
2231,1206956.0,7,68,u2,u1
2232,497203.0,7,156,u2,u2
2233,1556677.0,7,75,u1,u1
2234,1831823.0,7,218,u1,u1
2235,1756612.0,7,43,u2,u1
2236,1113969.0,7,146,u2,u1
2237,2235982.0,7,77,u1,u1
2238,1392954.0,7,13,u2,u2
2239,2623092.0,7,77,u1,u1
2240,2294405.0,7,48,u1,u1
2241,270011.0,3,4,u1,u2
2242,1524738.0,7,324,u1,u1
2243,1237533.0,7,191,u2,u1
2244,345742.0,3,1,u2,u2
2245,1120384.0,7,36,u2,u1
2246,314705.0,3,2,u2,u1
2247,42711.0,3,6,u2,u2
2248,134411.0,3,6,u2,u2
2249,799652.0,7,64,u1,u1
2250,1504170.0,7,129,u1,u2
2251,1042612.0,7,26,u2,u1
2252,683856.0,7,23,u2,u2
2253,1054639.0,7,21,u1,u1
2254,836427.0,7,22,u2,u2
2255,907441.0,7,51,u2,u1
2256,814882.0,7,49,u2,u2
2257,1338754.0,7,28,u2,u1
2258,368208.0,3,3,u1,u1
2259,1390185.0,7,22,u2,u2
2260,1123510.0,7,62,u1,u2
2261,1109096.0,7,61,u1,u2
2262,1030209.0,7,19,u2,u1
2263,183382.0,3,1,u2,u2
2264,1486394.0,7,7,u2,u1
2265,934919.0,7,38,u1,u2
2266,210258.0,3,4,u1,u2
2267,1152455.0,7,17,u2,u1
2268,945807.0,7,16,u1,u1
2269,377740.0,3,2,u2,u1
2270,1250797.0,7,91,u2,u2
2271,1327667.0,7,30,u2,u2
2272,305458.0,3,9,u1,u1
2273,874270.0,7,76,u2,u1
2274,784357.0,7,96,u1,u1
2275,866480.0,7,17,u2,u1
2276,277863.0,3,4,u1,u2
2277,1156706.0,7,43,u2,u1
2278,465833.0,3,5,u2,u1
2279,1826187.0,7,44,u2,u1
2280,1213411.0,7,181,u1,u2
2281,635853.0,7,183,u1,u1
2282,1087952.0,7,46,u2,u2
2283,367518.0,3,6,u2,u2
2284,1003708.0,7,15,u2,u1
2285,1548617.0,7,216,u1,u1
2286,1117310.0,7,78,u2,u2
2287,1063757.0,7,154,u1,u2
2288,1415113.0,7,86,u2,u1
2289,1247810.0,7,116,u1,u1
2290,380769.0,3,2,u2,u1
2291,972567.0,7,20,u1,u1
2292,783323.0,7,95,u2,u1
2293,1279794.0,7,152,u2,u2
2294,1178120.0,7,142,u1,u1
2295,302151.0,3,9,u1,u1
2296,1461058.0,7,12,u1,u1
2297,847344.0,7,28,u2,u1
2298,969019.0,7,7,u2,u1
2299,545980.0,7,23,u2,u2
2300,817756.0,7,28,u2,u1
2301,889619.0,7,130,u2,u2
2302,511663.0,3,6,u2,u2
2303,1034131.0,7,107,u1,u1
2304,316421.0,3,4,u1,u2
2305,842898.0,7,35,u1,u2
2306,918542.0,7,138,u2,u2
2307,588002.0,7,105,u1,u2
2308,1052351.0,7,21,u1,u1
2309,1132055.0,7,61,u1,u2
2310,1477666.0,7,214,u1,u2
2311,1006358.0,7,48,u1,u1
2312,370496.0,3,1,u2,u2
2313,1082809.0,7,168,u1,u1
2314,215064.0,3,4,u1,u2
2315,885763.0,7,296,u1,u1
2316,1821773.0,7,8,u2,u1
2317,1620055.0,7,24,u2,u1
2318,1156607.0,7,17,u2,u1
2319,1023846.0,7,12,u1,u1
2320,1350265.0,7,84,u2,u1
2321,1066768.0,7,102,u1,u2
2322,588343.0,3,2,u2,u1
2323,385369.0,3,3,u1,u1
2324,1065751.0,7,97,u2,u2
2325,292378.0,3,1,u2,u2
2326,304076.0,3,5,u2,u1
2327,1092450.0,7,160,u1,u1
2328,661746.0,7,248,u1,u1
2329,194149.0,3,9,u1,u1
2330,228866.0,3,4,u1,u2
2331,872601.0,7,20,u1,u1
2332,297701.0,3,3,u1,u1
2333,747346.0,7,19,u2,u1
2334,199416.0,3,1,u2,u2
2335,1170383.0,7,98,u1,u1
2336,1540524.0,7,74,u2,u2
2337,1479889.0,7,24,u2,u1
2338,843308.0,7,52,u2,u2
2339,1150778.0,7,111,u2,u2
2340,958918.0,7,32,u2,u2
2341,344192.0,3,10,u1,u2
2342,523759.0,3,3,u1,u1
2343,924263.0,7,11,u2,u1
2344,988897.0,7,34,u1,u1
2345,815570.0,7,61,u1,u2
2346,971264.0,7,17,u2,u1
2347,1031358.0,7,113,u2,u1
2348,1195362.0,7,15,u2,u1
2349,1459732.0,7,158,u2,u2
2350,318490.0,3,6,u2,u2
2351,1118412.0,7,153,u2,u1
2352,203474.0,3,3,u1,u1
2353,1139760.0,7,55,u2,u2
2354,881168.0,7,37,u2,u1
2355,216249.0,3,2,u2,u1
2356,1010583.0,7,62,u1,u2
2357,301639.0,3,1,u2,u2
2358,1019361.0,7,20,u1,u1
2359,932788.0,7,52,u2,u2
2360,138337.0,3,3,u1,u1
2361,802244.0,7,22,u2,u2
2362,155082.0,3,3,u1,u1
2363,686971.0,7,265,u1,u2
2364,1343683.0,7,8,u2,u1
2365,974985.0,7,200,u2,u1
2366,1227782.0,7,98,u1,u1
2367,275553.0,3,4,u1,u2
2368,266300.0,3,2,u2,u1
2369,353747.0,3,3,u1,u1
2370,1007889.0,7,200,u2,u1
2371,153158.0,3,10,u1,u2
2372,798647.0,7,8,u2,u1
2373,740352.0,7,45,u1,u2
2374,973462.0,7,53,u1,u2
2375,1168120.0,7,94,u1,u1
2376,361496.0,3,1,u2,u2
2377,1131430.0,7,54,u2,u1
2378,2060219.0,7,75,u1,u1
2379,1375839.0,7,199,u1,u2
2380,1272722.0,7,29,u2,u1
2381,881679.0,7,8,u2,u1
2382,356920.0,3,4,u1,u2
2383,1426350.0,7,20,u1,u1
2384,1876720.0,7,56,u1,u2
2385,1106634.0,7,49,u2,u2
2386,578934.0,3,10,u1,u2
2387,916976.0,7,55,u2,u2
2388,110596.0,3,5,u2,u1
2389,155655.0,3,6,u2,u2
2390,876335.0,7,237,u2,u1
2391,406498.0,3,1,u2,u2
2392,1163802.0,7,17,u2,u1
2393,1026441.0,7,26,u2,u1
2394,1278053.0,7,8,u2,u1
2395,513996.0,7,202,u2,u2
2396,290544.0,3,1,u2,u2
2397,926140.0,7,14,u2,u1
2398,1037001.0,7,54,u2,u1
2399,753902.0,7,20,u1,u1
2400,1004380.0,7,21,u1,u1
2401,426258.0,3,3,u1,u1
2402,1224669.0,7,315,u1,u1
2403,800708.0,7,32,u2,u2
2404,1345429.0,7,127,u2,u2
2405,1329151.0,7,35,u1,u2
2406,381286.0,3,1,u2,u2
2407,716997.0,7,64,u1,u1
2408,236499.0,3,2,u2,u1
2409,223728.0,3,3,u1,u1
2410,1122313.0,7,109,u1,u2
2411,880844.0,7,22,u2,u2
2412,121187.0,3,3,u1,u1
2413,923921.0,7,7,u2,u1
2414,1379991.0,7,8,u2,u1
2415,865353.0,7,56,u1,u2
2416,915849.0,7,291,u2,u2
2417,851343.0,7,140,u2,u1
2418,1520746.0,7,190,u2,u2
2419,1226249.0,7,21,u1,u1
2420,186769.0,3,1,u2,u2
2421,320320.0,3,5,u2,u1
2422,1092335.0,7,39,u1,u1
2423,99805.0,3,2,u2,u1
2424,1595977.0,7,193,u1,u1
2425,1284422.0,7,43,u2,u1
2426,1611640.0,7,37,u2,u1
2427,1229008.0,7,47,u2,u2
2428,1202248.0,7,58,u1,u1
2429,359390.0,3,1,u2,u2
2430,1184030.0,7,81,u2,u2
2431,1447067.0,7,11,u2,u1
2432,212410.0,3,1,u2,u2
2433,404769.0,3,4,u1,u2
2434,1098148.0,7,20,u1,u1
2435,202684.0,3,3,u1,u1
2436,1169203.0,7,42,u2,u1
2437,1582888.0,7,50,u2,u1
2438,1128503.0,7,54,u2,u1
2439,728197.0,7,226,u1,u1
2440,382273.0,3,2,u2,u1
2441,1133237.0,7,116,u1,u1
2442,720232.0,7,28,u2,u1
2443,378702.0,3,2,u2,u1
2444,491430.0,3,1,u2,u2
2445,978471.0,7,71,u2,u2
2446,905345.0,7,67,u2,u2
2447,889460.0,7,19,u2,u1
2448,998359.0,7,13,u2,u2
2449,1434302.0,7,258,u1,u2
2450,71938.0,3,10,u1,u2
2451,1439650.0,7,55,u2,u2
2452,1195932.0,7,30,u2,u2
2453,1335898.0,7,350,u2,u2
2454,1544520.0,7,117,u2,u2
2455,1437546.0,7,18,u2,u2
2456,170549.0,3,2,u2,u1
2457,211043.0,3,6,u2,u2
2458,992063.0,7,12,u1,u1
2459,218757.0,3,1,u2,u2
2460,264440.0,3,2,u2,u1
2461,245324.0,3,1,u2,u2
2462,1007891.0,7,186,u2,u2
2463,932887.0,7,107,u1,u1
2464,1512663.0,7,12,u1,u1
2465,1449263.0,7,82,u2,u1
2466,1192792.0,7,90,u2,u2
2467,427508.0,3,2,u2,u1
2468,212020.0,3,6,u2,u2
2469,904820.0,7,15,u2,u1
2470,395360.0,3,2,u2,u1
2471,161156.0,3,6,u2,u2
2472,765999.0,7,60,u2,u1
2473,151791.0,3,4,u1,u2
2474,1145073.0,7,88,u2,u1
2475,1024165.0,7,123,u2,u1
2476,838800.0,7,93,u2,u1
2477,315046.0,3,1,u2,u2
2478,1147583.0,7,23,u2,u2
2479,1592323.0,7,22,u2,u2
2480,371457.0,3,4,u1,u2
2481,1608348.0,7,28,u2,u1
2482,1290721.0,7,155,u1,u2
2483,520773.0,3,3,u1,u1
2484,147642.0,3,6,u2,u2
2485,163735.0,3,3,u1,u1
2486,1201405.0,7,21,u1,u1
2487,1321143.0,7,36,u2,u1
2488,901794.0,7,83,u2,u2
2489,993201.0,7,15,u2,u1
2490,1155159.0,7,52,u2,u2
2491,315983.0,3,10,u1,u2
2492,370077.0,3,3,u1,u1
2493,1142241.0,7,51,u2,u1
2494,1767727.0,7,66,u2,u2
2495,1610242.0,7,20,u1,u1
2496,2093782.0,7,210,u2,u2
2497,339449.0,3,2,u2,u1
2498,1347531.0,7,156,u2,u2
2499,248284.0,3,6,u2,u2
2500,967566.0,7,36,u2,u1
2501,215036.0,3,2,u2,u1
2502,880640.0,7,132,u2,u1
2503,1425558.0,7,44,u2,u1
2504,1550685.0,7,302,u1,u2
2505,1886062.0,7,8,u2,u1
2506,1505033.0,7,16,u1,u1
2507,222983.0,3,9,u1,u1
2508,773677.0,7,87,u2,u2
2509,566234.0,7,88,u2,u1
2510,1099858.0,7,30,u2,u2
2511,1114512.0,7,25,u1,u1
2512,1478629.0,7,189,u2,u2
2513,1275858.0,7,69,u1,u1
2514,264392.0,3,3,u1,u1
2515,154285.0,3,1,u2,u2
2516,1202063.0,7,7,u2,u1
2517,2057891.0,7,33,u2,u1
2518,408946.0,7,240,u2,u2
2519,1299079.0,7,131,u2,u1
2520,946644.0,7,125,u2,u2
2521,864823.0,7,82,u2,u1
2522,1059603.0,7,62,u1,u2
2523,779078.0,7,179,u1,u1
2524,1357379.0,7,15,u2,u1
2525,2003562.0,7,245,u2,u2
2526,1216235.0,7,75,u1,u1
2527,1900941.0,7,264,u1,u1
2528,1095477.0,7,60,u2,u1
2529,909811.0,7,166,u2,u2
2530,529148.0,3,2,u2,u1
2531,703038.0,7,59,u1,u2
2532,218429.0,3,5,u2,u1
2533,892224.0,7,32,u2,u2
2534,1427693.0,7,111,u2,u2
2535,1590626.0,7,73,u2,u1
2536,1434207.0,7,16,u1,u1
2537,1020191.0,7,110,u1,u1
2538,361510.0,3,1,u2,u2
2539,691230.0,7,23,u2,u2
2540,444572.0,3,2,u2,u1
2541,1101480.0,7,111,u2,u2
2542,1312083.0,7,65,u1,u1
2543,188858.0,3,1,u2,u2
2544,923169.0,7,214,u1,u2
2545,643899.0,7,26,u2,u1
2546,379407.0,3,1,u2,u2
2547,1116942.0,7,52,u2,u2
2548,456777.0,7,128,u1,u1
2549,903406.0,7,64,u1,u1
2550,327080.0,3,10,u1,u2
2551,615464.0,7,44,u2,u1
2552,1286893.0,7,100,u1,u1
2553,1272101.0,7,68,u2,u1
2554,1108102.0,7,51,u2,u1
2555,198079.0,3,4,u1,u2
2556,936472.0,7,55,u2,u2
2557,1085285.0,7,122,u2,u1
2558,1221197.0,7,184,u2,u2
2559,246862.0,3,3,u1,u1
2560,550650.0,7,337,u2,u1
2561,947150.0,7,12,u1,u1
2562,1008253.0,7,217,u1,u2
2563,996105.0,7,8,u2,u1
2564,1033375.0,7,287,u2,u1
2565,1152634.0,7,99,u2,u1
2566,770834.0,7,57,u2,u2
2567,819191.0,7,7,u2,u1
2568,1307325.0,7,79,u2,u1
2569,1320262.0,7,87,u2,u2
2570,958807.0,7,180,u2,u2
2571,759081.0,7,109,u1,u2
2572,1044617.0,7,66,u2,u2
2573,1211810.0,7,73,u2,u1
2574,749582.0,3,1,u2,u2
2575,872268.0,7,49,u2,u2
2576,470167.0,3,2,u2,u1
2577,602591.0,7,236,u2,u1
2578,906898.0,7,148,u1,u2
2579,1141908.0,7,14,u2,u1
2580,1115337.0,7,38,u1,u2
2581,1159101.0,7,182,u2,u2
2582,1128415.0,7,29,u2,u1
2583,1523101.0,7,114,u1,u2
2584,645860.0,7,35,u1,u2
2585,876251.0,7,31,u1,u1
2586,959251.0,7,64,u1,u1
2587,165784.0,3,2,u2,u1
2588,351263.0,3,3,u1,u1
2589,934878.0,7,16,u1,u1
2590,1574718.0,7,8,u2,u1
2591,326063.0,3,2,u2,u1
2592,1119497.0,7,241,u1,u2
2593,1606295.0,7,143,u2,u1
2594,195506.0,3,1,u2,u2
2595,258423.0,3,10,u1,u2
2596,962602.0,7,19,u2,u1
2597,1122185.0,7,70,u1,u1
2598,95860.0,3,3,u1,u1
2599,1267880.0,7,24,u2,u1
2600,1332387.0,7,14,u2,u1
2601,230422.0,3,4,u1,u2
2602,1659577.0,7,18,u2,u2
2603,2574698.0,7,73,u2,u1
2604,1613413.0,7,7,u2,u1
2605,1893799.0,7,230,u1,u1
2606,1724272.0,7,161,u1,u1
2607,672833.0,3,9,u1,u1
2608,871037.0,7,11,u2,u1
2609,1271519.0,7,11,u2,u1
2610,1000661.0,7,66,u2,u2
2611,1638504.0,7,111,u2,u2
2612,1180089.0,7,49,u2,u2
2613,1263134.0,7,17,u2,u1
2614,1096885.0,7,270,u2,u1
2615,403253.0,3,2,u2,u1
2616,832130.0,7,231,u2,u2
2617,1132711.0,7,141,u1,u1
2618,1182950.0,7,7,u2,u1
2619,869532.0,7,28,u2,u1
2620,300242.0,3,5,u2,u1
2621,1976488.0,7,67,u2,u2
2622,1497093.0,7,16,u1,u1
2623,1894689.0,7,24,u2,u1
2624,1515849.0,7,41,u1,u1
2625,1436436.0,7,300,u1,u1
2626,907579.0,7,7,u2,u1
2627,1121562.0,7,67,u2,u2
2628,290653.0,3,2,u2,u1
